"Nom, Prénom",mapping,infoIndexationBK_ACA,mapping_OnlyName,mapping_OnlyName_v2,Année,Pays,Section,Groupe,Jury,Œuvre description,Œuvre reproduction,Courrier,Dossier sur l'artiste,Prix,Lieu
"ANASSE, MICHEL","anasse, michel",1965,anasse,anasse,1965,France,SC,,SR,Non,Non,Oui,Oui,Oui,ACA
"ANCONA, SOLANGE","ancona, solange",1971,ancona,ancona,1971,France,COMPO/MUS,,CG,Oui,Non,Oui,Non,Non,ACA
"ANDAL, MICHELE","andal, michele",1965,andal,andal,1965,France,PEINT,,CA,Oui,Oui,Non,Non,Non,ACA
"ANDERS, ABERG","anders, aberg",,anders,anders,1977,SUEDE,AP,,,Oui,Oui,Oui,Oui,Non,BK
"ANDERSEN, ERIC","andersen, eric",,andersen,andersen,1971,SUEDE,ENVOIS,,CG,Non,Non,Non,Non,Non,Non identifié
"ANDERSEN, NIELS","andersen, niels",1959,andersen,andersen,1959,DANEMARK,PEINT,,,Oui,Non,Non,Non,Non,ACA
"ANDERSEN, VIGGO","andersen, viggo",1977,andersen,andersen,1977,NORVEGE,SC,,,Oui,Oui,Oui,Oui,Non,BK
"ANDERSON, JAMES","anderson, james",,anderson,anderson,1982,CANADA,CINE/EXP,,,Non,Non,Non,Non,Non,Non identifié
"ANDERSON, LAURIE","anderson, laurie",,anderson,anderson,1977,ETATS-UNIS,PERF,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"ANDERSSON, TORSTEN","andersson, torsten",1961,andersson,andersson,1961,SUEDE,PEINT,,,Oui,Non,Non,Non,Non,ACA
"ANDIVERO, ANTONIO","andivero, antonio",1965,andivero,andivero,1965,URUGUAY,GV,,,Oui,Non,Non,Non,Non,ACA
"ANDO, TADAO","ando, tadao",,ando,ando,1985,JAPON,ARCHI,,,Oui,Oui,Oui,Oui,Non,ACA
"ANDOLFATTO, NATALINO","andolfatto, natalino","1967, 1965",andolfatto,andolfatto,1967,France,SC,,,Oui,Oui,Non,Non,Non,ACA
"ANDOLFATTO, NATALINO","andolfatto, natalino","1967, 1965",andolfatto,andolfatto,1965,France,SC,,JA,Non,Non,Non,Non,Non,Non identifié
"ANDRADE SOARES, PAULO GIL DE","andrade soares, paulo gil de",1965,andrade soares,andrade soares,1965,BRESIL,FILM/ART,,,Oui,Non,Non,Non,Non,ACA
"ANDRAULT, MICHEL","andrault, michel",1961,andrault,andrault,1961,France,TE,,CA,Oui,Oui,Oui,Non,Oui,ACA
"ANDRIADOU, JULIA","andriadou, julia",1963,andriadou,andriadou,1963,GRECE,PEINT,,,Oui,Oui,Non,Oui,Non,ACA
"ANDRIANIFAHANANA, HONORE","andrianifahanana, honore",1963,andrianifahanana,andrianifahanana,1963,MADAGASCAR,DES,,,Oui,Non,Non,Non,Non,ACA
"ANDRIEN, JEAN-JACQUES","andrien, jean-jacques",1971,andrien,andrien,1971,BELGIQUE,FILM,,,Oui,Non,Non,Non,Non,ACA
"ANDRIESSEN, LOUIS","andriessen, louis","1965, 1969",andriessen,andriessen,1965,PAYS-BAS,COMPO/MUS,,,Oui,Non,Non,Non,Non,ACA
"ANDRIESSEN, LOUIS","andriessen, louis","1965, 1969",andriessen,andriessen,1969,PAYS-BAS,COMPO/MUS,,,Oui,Non,Non,Non,Non,ACA
"ANGELES, DINDO","angeles, dindo",1982,angeles,angeles,1982,PHILIPPINES,PERF,,,Oui,Oui,Non,Non,Non,ACA
"ANGELICI, BRUNO","angelici, bruno",1982,angelici,angelici,1982,ITALIE,ARCHI/TE,,,Non,Non,Non,Non,Non,Non identifié
"ANGLES-LOPEZ, DAVID","angles-lopez, david",,angles-lopez,angles-lopez,1980,BOLIVIE,AP,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"ANGLES-LOPEZ, DAVID","angles-lopez, david",,angles-lopez,angles-lopez,1982,BOLIVIE,AP,TINKUY,,Oui,Oui,Oui,Oui,Non,ACA/BK
"ANITEI, EMIL","anitei, emil",,anitei,anitei,1959,ROUMANIE,PEINT,,,Oui,Non,Non,Non,Non,ACA
"ANNESLEY, DAVID","annesley, david",1961,annesley,annesley,1961,GRANDE-BRETAGNE,SC,,,Oui,Oui,Non,Non,Non,ACA
ANTAKI,antaki,,antaki,antaki,1982,BELGIQUE,INFO/SON,RADIO TITANIC,,Non,Non,Non,Non,Non,Non identifié
"ANTES, HORST","antes, horst","1961, 1959",antes,antes,1961,R.F.A.,PEINT,,,Oui,Oui,Non,Non,Oui,ACA
"ANTES, HORST","antes, horst","1961, 1959",antes,antes,1959,R.F.A.,PEINT,,,Oui,Oui,Oui,Non,Non,ACA
"ANTOINE, JEAN","antoine, jean","1965, 1965",antoine,antoine,1965,BELGIQUE,TV,,,Oui,Non,Non,Non,Non,ACA
"ANTOINE, JEAN","antoine, jean","1965, 1965",antoine,antoine,1965,BELGIQUE,FILM/ART,,,Oui,Non,Non,Non,Non,ACA
"ANTOINE, JOCELYNE","antoine, jocelyne",1961,antoine,antoine,1961,France,TE,,CA,Oui,Oui,Non,Non,Oui,ACA
"ANTONIO, JOSE","antonio, jose",,antonio,antonio,1977,AMERIQUE LATINE,PEINT,PROCESO PENTAG.,,Non,Oui,Non,Oui,Non,BK
"ANTONISZCZAK, JULIAN","antoniszczak, julian",,antoniszczak,antoniszczak,1973,POLOGNE,FILM,,,Oui,Non,Non,Oui,Non,ACA
"ANTUNES, JORGE","antunes, jorge",1973,antunes,antunes,1973,BRESIL,COMPO/MUS,,,Oui,Non,Non,Oui,Non,ACA
"AOKI, JUN","aoki, jun",,aoki,aoki,1982,JAPON,ARCHI,,,Non,Non,Non,Non,Non,Non identifié
"AOYAMA, MAMI","aoyama, mami",1982,aoyama,aoyama,1982,JAPON,VOIX/SON,,,Oui,Oui,Oui,Oui,Non,ACA
"APERGHIS, GEORGES","aperghis, georges","1969, 1982, 1980",aperghis,aperghis,1969,France,COMPO/MUS,,,Oui,Non,Non,Non,Non,ACA
"APERGHIS, GEORGES","aperghis, georges","1969, 1982, 1980",aperghis,aperghis,1982,France,SON,ATELIER LYRIQUE,,Non,Non,Non,Non,Non,Non identifié
"APERGHIS, GEORGES","aperghis, georges","1969, 1982, 1980",aperghis,aperghis,1980,France,PERF,ATEM,,Oui,Non,Non,Oui,Non,ACA/BK
"APOSTOL, NICOLAE","apostol, nicolae",1967,apostol,apostol,1967,ROUMANIE,DES,,,Oui,Oui,Non,Non,Non,ACA
"APOSTU, GEORGE","apostu, george",1965,apostu,apostu,1965,ROUMANIE,SC,,,Oui,Non,Oui,Non,Non,ACA
"APPS, JOHN","apps, john",1982,apps,apps,1982,GRANDE-BRETAGNE,CINE/EXP,,,Non,Oui,Non,Oui,Non,ACA/BK
"AQUINO, EDMUNDO","aquino, edmundo",1969,aquino,aquino,1969,MEXIQUE,ARCHI/URB,,,Oui,Non,Non,Non,Non,ACA
"ARABCHAHI, MASS'OUD","arabchahi, mass'oud",,arabchahi,arabchahi,1965,IRAN,PEINT,,,Non,Non,Non,Non,Non,Non identifié
"ARAIZ, OSCAR","araiz, oscar",1969,araiz,araiz,1969,ARGENTINE,SPECTACLE,,,Oui,Oui,Oui,Oui,Non,ACA
"ARAMA, MAURICE","arama, maurice",1961,arama,arama,1961,MAROC,PEINT,,,Oui,Non,Non,Non,Non,ACA
"ARASANAYAGAM, JEANNE","arasanayagam, jeanne",,arasanayagam,arasanayagam,1963,CEYLAN,PEINT,,,Oui,Non,Non,Non,Non,ACA
"ARASANAYAGAM, THIAGARAJAH","arasanayagam, thiagarajah",1963,arasanayagam,arasanayagam,1963,CEYLAN,PEINT,,,Oui,Non,Non,Non,Non,ACA
"ARAVANTINOU, MARILENE","aravantinou, marilene",,aravantinou,aravantinou,1961,GRECE,DECO/THEA,,,Oui,Non,Non,Non,Non,ACA
"ARBOLEDA, CARLOS","arboleda, carlos",1961,arboleda,arboleda,1961,PANAMA,SC,,,Oui,Oui,Non,Non,Oui,ACA
"ARBONDO, LUIS","arbondo, luis",1967,arbondo,arbondo,1967,URUGUAY,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"ARCIER, RAYMONDE","arcier, raymonde",,arcier,arcier,1977,France,INTER,,,Oui,Oui,Oui,Oui,Non,BK
"AREAL, ANTONIO","areal, antonio",1967,areal,areal,1967,PORTUGAL,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"AREVALO, JAVIER","arevalo, javier",1967,arevalo,arevalo,1967,MEXIQUE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"ARGUELLO, OSCAR","arguello, oscar",1971,arguello,arguello,1971,NICARAGUA,TE,,,Non,Non,Non,Non,Non,Non identifié
ARIA-OPERA SUITE,aria-opera suite,,aria-opera suite,aria-opera suite,1985,ITALIE,SON/TE,,,Oui,Non,Oui,Oui,Non,ACA
"ARIKHA, AVIGDOR","arikha, avigdor",1959,arikha,arikha,1959,ISRAEL,PEINT,,,Oui,Non,Oui,Non,Non,ACA
"ARIZCORRETA-TRUEBA, GUILLERMO","arizcorreta-trueba, guillermo",1980,arizcorreta-trueba,arizcorreta-trueba,1980,France,ARCHI,,,Oui,Oui,Oui,Oui,Non,ACA
"ARMAGNAC, BEN D'","armagnac, ben d'",,armagnac,armagnac,1975,PAYS-BAS,AP,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"ARMAGNAC, BEN D'","armagnac, ben d'",,armagnac,armagnac,1975,PAYS-BAS,VIDEO,,,Oui,Non,Non,Non,Non,ACA
"ARMAGNI, ALDA MARIA","armagni, alda maria",1959,armagni,armagni,1959,ARGENTINE,SC,,,Oui,Oui,Non,Non,Non,ACA
"ARMAN (ARMAND FERNANDEZ, DIT)","arman (armand fernandez, dit)",,arman (armand fernandez,arman,1961,France,SC,,JC,Oui,Non,Non,Non,Non,ACA
"ARMLEDER, JOHN","armleder, john",,armleder,armleder,1975,SUISSE,AP,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"ARMSTRONG, JOHN","armstrong, john",1980,armstrong,armstrong,1980,AUSTRALIE,AP,,,Oui,Oui,Non,Oui,Non,ACA/BK
"ARNAIZ, DOROTEO","arnaiz, doroteo","1963, 1967, 1965, 1969",arnaiz,arnaiz,1963,France,GV,,CA,Oui,Non,Non,Non,Oui,ACA
"ARNAIZ, DOROTEO","arnaiz, doroteo","1963, 1967, 1965, 1969",arnaiz,arnaiz,1967,France,GV,,,Oui,Non,Non,Non,Non,ACA
"ARNAIZ, DOROTEO","arnaiz, doroteo","1963, 1967, 1965, 1969",arnaiz,arnaiz,1965,France,GV,,JA,Oui,Oui,Non,Non,Non,ACA
"ARNAIZ, DOROTEO","arnaiz, doroteo","1963, 1967, 1965, 1969",arnaiz,arnaiz,1969,France,ED/GV,,,Non,Non,Non,Non,Non,Non identifié
"ARNAL, ANDRE-PIERRE","arnal, andre-pierre",1971,arnal,arnal,1971,France,INTER/TE,SUPPORT- SURFACE,CG,Oui,Non,Non,Non,Non,ACA
"ARNAL, FRANCOIS","arnal, francois",1959,arnal,arnal,1959,France,PEINT,,CA,Oui,Oui,Non,Non,Non,ACA
"ARNAUD, JEAN-CLAUDE","arnaud, jean-claude","1963, 1965",arnaud,arnaud,1963,France,TE,,CA,Oui,Oui,Non,Non,Non,ACA
"ARNAUD, JEAN-CLAUDE","arnaud, jean-claude","1963, 1965",arnaud,arnaud,1965,France,TE,,,Oui,Non,Non,Non,Non,ACA
"ARNE, TOR","arne, tor",1959,arne,arne,1959,FINLANDE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"ARNFRED, JENS","arnfred, jens",,arnfred,arnfred,1980,DANEMARK,ARCHI/TE,VANDKUNSTEN,,Oui,Oui,Oui,Oui,Non,ACA
"ARNOLD, ANNE-MARIE","arnold, anne-marie",1982,arnold,arnold,1982,ETATS-UNIS,VIDEO,,,Oui,Non,Non,Oui,Non,BK
"ARNOLDI, CHARLES","arnoldi, charles",,arnoldi,arnoldi,1973,ETATS-UNIS,SC,,,Oui,Oui,Oui,Oui,Non,BK
"ARNOULD, MARCEL","arnould, marcel",1961,arnould,arnould,1961,BELGIQUE,SC,,,Oui,Oui,Non,Non,Non,ACA
"ARONSON, JERRY","aronson, jerry",1973,aronson,aronson,1973,ETATS-UNIS,FILM,,,Oui,Non,Non,Oui,Non,ACA
"AROSTEGUI, ALEJANDRO","arostegui, alejandro","1971, 1959",arostegui,arostegui,1971,NICARAGUA,TE,,,Non,Non,Non,Non,Non,Non identifié
"AROSTEGUI, ALEJANDRO","arostegui, alejandro","1971, 1959",arostegui,arostegui,1959,NICARAGUA,PEINT,,,Oui,Oui,Non,Non,Non,ACA
ARQUITECTONICA (GROUPE),arquitectonica (groupe),,arquitectonica (groupe),arquitectonica,1982,ETATS-UNIS,ARCHI/TE,,,Non,Oui,Non,Non,Non,ACA
"ARRIAGADA, JORGE","arriagada, jorge",1973,arriagada,arriagada,1973,CHILI,COMPO/MUS,,,Oui,Non,Oui,Non,Non,ACA
"ARRIGO, GIROLAMO","arrigo, girolamo",1965,arrigo,arrigo,1965,France,COMPO/MUS,,,Oui,Non,Oui,Non,Oui,ACA
"ARROYO, EDUARDO","arroyo, eduardo","1963, 1967, 1985",arroyo,arroyo,1963,France,TE,,CA,Oui,Oui,Oui,Oui,Non,ACA
"ARROYO, EDUARDO","arroyo, eduardo","1963, 1967, 1985",arroyo,arroyo,1967,France,TE,FIG. NARRATIVE,,Oui,Non,Non,Non,Non,ACA
"ARROYO, EDUARDO","arroyo, eduardo","1963, 1967, 1985",arroyo,arroyo,1985,France,PEINT,,,Oui,Non,Oui,Oui,Non,ACA/BK
"ARSEGUET, LISE","arseguet, lise",1963,arseguet,arseguet,1963,France,TE,,CA,Oui,Oui,Non,Non,Oui,ACA
"ARSOVSKI, MIHAJLO","arsovski, mihajlo",1965,arsovski,arsovski,1965,YOUGOSLAVIE,DECO/THEA,,,Oui,Non,Non,Non,Non,ACA
ART AND LANGUAGE (GROUPE),art and language (groupe),,art and language (groupe),art and language,1971,France,CONCEPT,,CG,Non,Non,Non,Non,Non,Non identifié
"ARTIGAU, FRANCISCO","artigau, francisco",1971,artigau,artigau,1971,ESPAGNE,OPTION 4,,,Oui,Oui,Non,Oui,Non,ACA
ARTISTES ANONYMES (GROUPE),artistes anonymes (groupe),,artistes anonymes (groupe),artistes anonymes,1973,POLOGNE,INST,,,Oui,Oui,Oui,Oui,Non,BK
"ARTSCHWAGER, RICHARD","artschwager, richard",1985,artschwager,artschwager,1985,ETATS-UNIS,SC,,,Non,Oui,Oui,Non,Non,BK
ARUP ASSOCIATES,arup associates,,arup associates,arup associates,1985,GRANDE-BRETAGNE,ARCHI/TE,,,Oui,Oui,Oui,Oui,Non,ACA
"ARX, PETER VON","arx, peter von",1969,arx,arx,1969,SUISSE,TE,,,Oui,Non,Non,Non,Oui,ACA
"ARZADUN, NESTOR DE","arzadun, nestor de",1963,arzadun,arzadun,1963,France,DECO/THEA,,CA,Oui,Non,Non,Non,Non,ACA
"ASCIONE, RICHARD","ascione, richard",1959,ascione,ascione,1959,France,PEINT,,CA,Oui,Non,Non,Non,Non,ACA
"ASENCIO, AMINA","asencio, amina",1967,asencio,asencio,1967,MAROC,PEINT,,,Oui,Non,Non,Non,Non,ACA
"ASGEIRSSON, BRAGI","asgeirsson, bragi",1961,asgeirsson,asgeirsson,1961,ISLANDE,GV,,,Oui,Oui,Non,Non,Non,ACA
"ASHER, MICHAEL","asher, michael",,asher,asher,1973,ETATS-UNIS,AP,,,Oui,Oui,Oui,Oui,Non,BK
"ASHER, YOSEF","asher, yosef",,asher,asher,1980,ISRAEL,AP,,,Oui,Oui,Non,Oui,Non,ACA
"ASHIBA, TOSHIO","ashiba, toshio",1965,ashiba,ashiba,1965,France,GV,,CA,Oui,Non,Non,Non,Non,ACA
"ASIS, ANTONIO","asis, antonio",1967,asis,asis,1967,France,TE,CINETIQUE,,Oui,Oui,Non,Non,Non,ACA
"ASLIER, MUSTAFA","aslier, mustafa",,aslier,aslier,1961,TURQUIE,GV,,,Oui,Oui,Non,Non,Non,ACA
"ASLIER, MUSTAFA","aslier, mustafa",,aslier,aslier,1961,TURQUIE,ILL/LIVRE,,,Oui,Oui,Non,Non,Non,ACA
"ASMUS, DIETER","asmus, dieter",1971,asmus,asmus,1971,France,HYPERREA,,CG,Oui,Non,Non,Non,Non,ACA
"ASSAD, ABRAO ANIS","assad, abrao anis",,assad,assad,1969,BRESIL,ARCHI/URB,,,Oui,Non,Non,Non,Non,ACA
"ASSAR, NASSER","assar, nasser","1961, 1963",assar,assar,1961,France,PEINT,,JC,Oui,Non,Non,Non,Non,ACA
"ASSAR, NASSER","assar, nasser","1961, 1963",assar,assar,1963,France,PEINT,,JC,Oui,Oui,Non,Non,Non,ACA
"ASSENS, JEAN","assens, jean",1967,assens,assens,1967,France,TE,,,Oui,Non,Non,Non,Non,ACA
"ASSLER, FEDERICO","assler, federico",1963,assler,assler,1963,CHILI,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"ATAALLAH, MOHAMED","ataallah, mohamed",1967,ataallah,ataallah,1967,MAROC,PEINT,,,Oui,Non,Non,Non,Non,ACA
"ATALIK, RESAT","atalik, resat",,atalik,atalik,1959,TURQUIE,PEINT,,,Oui,Oui,Oui,Non,Non,ACA
"ATALIK, RESAT","atalik, resat",,atalik,atalik,1961,TURQUIE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
ATELIER ALCHIMIA,atelier alchimia,,atelier alchimia,atelier alchimia,1985,ITALIE,ARCHI/TE,,,Oui,Oui,Oui,Oui,Non,ACA
ATELIER R,atelier r,,atelier r,atelier r,1985,JAPON,ARCHI/TE,,,Oui,Oui,Oui,Oui,Non,ACA
"ATILA, EDE KAROLY","atila, ede karoly",,atila,atila,1965,France,GV,,JA,Oui,Non,Non,Non,Non,ACA
"ATILA, EDE KAROLY","atila, ede karoly",,atila,atila,1965,France,DES,,JA,Oui,Non,Non,Non,Non,ACA
"ATKINSON, CONRAD","atkinson, conrad",,atkinson,atkinson,1975,GRANDE-BRETAGNE,AP,,,Oui,Oui,Oui,Oui,Non,BK
"ATKINSON, TERRY","atkinson, terry",,atkinson,atkinson,1971,France,CONCEPT,ART-LANGUAGE,,Non,Non,Non,Non,Non,Non identifié
"ATTALI, JEAN-HUBERT","attali, jean-hubert","1965, 1967, 1967, 1965",attali,attali,1965,France,DES,,JA,Oui,Oui,Non,Non,Non,ACA
"ATTALI, JEAN-HUBERT","attali, jean-hubert","1965, 1967, 1967, 1965",attali,attali,1967,France,PEINT,,,Oui,Non,Non,Non,Non,ACA
"ATTALI, JEAN-HUBERT","attali, jean-hubert","1965, 1967, 1967, 1965",attali,attali,1967,France,GV,,,Oui,Non,Non,Non,Non,ACA
"ATTALI, JEAN-HUBERT","attali, jean-hubert","1965, 1967, 1967, 1965",attali,attali,1965,France,GV,,JA,Oui,Oui,Non,Non,Non,ACA
"ATTERSEE, CHRISTIAN LUDWIG","attersee, christian ludwig",1975,attersee,attersee,1975,AUTRICHE,PEINT,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"ATTWOOD, MARTIN DRURY","attwood, martin drury",,attwood,attwood,1967,GRANDE-BRETAGNE,TE,,,Oui,Oui,Non,Non,Oui,ACA
"AUBERGE, JEAN-PASCAL","auberge, jean-pascal",,auberge,auberge,1980,France,CINE/EXP,,,Oui,Non,Non,Oui,Non,ACA
"AUBERGER, PIDDER","auberger, pidder",,auberger,auberger,1980,R.F.A.,AP,,,Oui,Non,Non,Oui,Non,ACA
"AUBERT, JEAN","aubert, jean",1965,aubert,aubert,1965,France,DECO/THEA,,,Oui,Non,Non,Non,Non,ACA
"AUBERT, JEAN-PAUL","aubert, jean-paul",1969,aubert,aubert,1969,France,FILM,,,Oui,Non,Non,Non,Non,ACA
"AUBIER, PASCAL","aubier, pascal",1969,aubier,aubier,1969,France,FILM,,,Oui,Non,Non,Non,Oui,ACA
"AUBLET, BERTRAND","aublet, bertrand",1967,aublet,aublet,1967,France,ARCHI/TE,,,Oui,Non,Oui,Non,Non,ACA
"AUDAT, JEAN-BAPTISTE","audat, jean-baptiste",1982,audat,audat,1982,France,AP,,,Oui,Oui,Oui,Oui,Non,ACA
"AUE, WALTER","aue, walter",1971,aue,aue,1971,R.F.A.,ENVOIS,,,Oui,Non,Non,Non,Non,ACA
"AUGER, PASCAL","auger, pascal",,auger,auger,1980,France,CINE/EXP,,,Oui,Non,Oui,Oui,Non,ACA
"AURELIO, JOSE MANUEL","aurelio, jose manuel",,aurelio,aurelio,1961,PORTUGAL,SC,,,Oui,Non,Oui,Non,Non,ACA
"AUSTMANN, HALFSTEINN","austmann, halfsteinn",,austmann,austmann,1965,ISLANDE,PEINT,,,Oui,Non,Non,Non,Non,ACA
"AUSTMANN, HALFSTEINN","austmann, halfsteinn",,austmann,austmann,1961,ISLANDE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"AUTE, LUIS-EDUARDO","aute, luis-eduardo",,aute,aute,1965,PHILIPPINES,PEINT,,,Oui,Non,Non,Non,Non,ACA
"AUTEF, PIERRE","autef, pierre","1967, 1969",autef,autef,1967,France,TE,,,Oui,Non,Non,Non,Non,ACA
"AUTEF, PIERRE","autef, pierre","1967, 1969",autef,autef,1969,France,TE,,,Oui,Non,Non,Non,Non,ACA
"AVALLE, FILIPPO","avalle, filippo",,avalle,avalle,1977,ITALIE,SC,,,Oui,Oui,Oui,Oui,Non,BK
"AVEN, ZRIHAN DAVID","aven, zrihan david",1965,aven,aven,1965,France,SC,,JA,Oui,Non,Non,Non,Non,ACA
"AVENEL, CHRISTIAN","avenel, christian",1973,avenel,avenel,1973,France,FILM,,,Oui,Non,Non,Oui,Non,ACA
"AVIADO, VIRGILIO","aviado, virgilio",1969,aviado,aviado,1969,PHILIPPINES,GV,,,Oui,Oui,Non,Non,Non,ACA
"AVILA ENCINAS, JULIO","avila encinas, julio",,avila encinas,avila encinas,1982,BOLIVIE,AP,TINKUY,,Oui,Oui,Oui,Oui,Non,ACA/BK
"AVNY, SHIMON","avny, shimon",1965,avny,avny,1965,France,TE,SCHEMES 65,CA,Oui,Non,Non,Non,Non,ACA
AVOINE,avoine,"1967, 1969, 1971",avoine,avoine,1967,France,DES/HUMOU,,,Oui,Non,Non,Non,Non,ACA
AVOINE,avoine,"1967, 1969, 1971",avoine,avoine,1969,France,DES/HUMOU,,,Non,Non,Non,Non,Non,ACA
AVOINE,avoine,"1967, 1969, 1971",avoine,avoine,1971,France,DES/PRESS,,CG,Non,Non,Non,Non,Non,Non identifié
"AVOSCAN, IVAN","avoscan, ivan",,avoscan,avoscan,1963,France,SC,,JA,Non,Non,Non,Non,Non,Non identifié
"AVRAMOVSKI, RISTO","avramovski, risto",1969,avramovski,avramovski,1969,YOUGOSLAVIE,COMPO/MUS,,,Oui,Non,Non,Non,Non,ACA
"AXELL, EVELYNE","axell, evelyne",1967,axell,axell,1967,BELGIQUE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"AXMANN, PETER","axmann, peter",1971,axmann,axmann,1971,France,INTER,POLYGONAL WORK.,CG,Oui,Non,Oui,Oui,Non,ACA
"AYALA GUZMAN, HECTOR","ayala guzman, hector",1959,ayala guzman,ayala guzman,1959,MEXIQUE,PEINT,,,Oui,Oui,Non,Oui,Non,ACA
"AYCOCK, ALICE","aycock, alice",,aycock,aycock,1975,ETATS-UNIS,DES,,,Non,Oui,Oui,Oui,Non,ACA/BK
"AYOTTE, LOUISE-HELENE","ayotte, louise-helene",1963,ayotte,ayotte,1963,CANADA,DECO/THEA,,,Oui,Non,Non,Non,Non,ACA
"AYRES, GILLIAN","ayres, gillian","1965, 1959",ayres,ayres,1965,GRANDE-BRETAGNE,GV,,,Non,Non,Non,Non,Non,Non identifié
"AYRES, GILLIAN","ayres, gillian","1965, 1959",ayres,ayres,1959,GRANDE-BRETAGNE,PEINT,,,Oui,Oui,Non,Oui,Non,ACA
"AYSANOA, ALFREDO","aysanoa, alfredo","1959, 1961",aysanoa,aysanoa,1959,PEROU,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"AYSANOA, ALFREDO","aysanoa, alfredo","1959, 1961",aysanoa,aysanoa,1961,PEROU,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"AZCUE, JUAN ALBERTO","azcue, juan alberto",1967,azcue,azcue,1967,ARGENTINE,DECO/THEA,,,Oui,Oui,Non,Non,Non,ACA
"AZENE, ARIE","azene, arie",1963,azene,azene,1963,ISRAEL,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"AZERTIOPE, GUENOLE","azertiope, guenole",,azertiope,azertiope,1971,France,SPECTACLE,,CG,Non,Non,Non,Non,Non,Non identifié
"AZNAR, JUAN CARLOS","aznar, juan carlos",1965,aznar,aznar,1965,France,DES,,JA,Oui,Non,Non,Non,Non,ACA
"BA, AMADOU YERO","ba, amadou yero",,ba,ba,1967,SENEGAL,DES,,,Oui,Non,Non,Non,Non,ACA
"BA, THAI-NGUYEN","ba, thai-nguyen",,ba,ba,1959,VIET-NAM,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"BAAL, FREDERIC","baal, frederic",,baal,baal,1971,BELGIQUE,SPECTACLE,,,Non,Non,Non,Non,Non,Non identifié
"BABANZANGA, BENOIT","babanzanga, benoit",,babanzanga,babanzanga,1967,CONGO,PEINT,,,Oui,Non,Non,Oui,Non,ACA
"BABER, ALICE","baber, alice",1961,baber,baber,1961,ETATS-UNIS,PEINT,,,Oui,Non,Non,Non,Non,ACA
"BABIKOV, STANISLAV","babikov, stanislav",1967,babikov,babikov,1967,URSS,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"BABOCSAY, LAJOS","babocsay, lajos","1963, 1965, 1963, 1961",babocsay,babocsay,1963,France,GV,,JA,Oui,Non,Non,Non,Non,ACA
"BABOCSAY, LAJOS","babocsay, lajos","1963, 1965, 1963, 1961",babocsay,babocsay,1965,France,PEINT,,CA,Oui,Non,Non,Non,Non,ACA
"BABOCSAY, LAJOS","babocsay, lajos","1963, 1965, 1963, 1961",babocsay,babocsay,1963,France,PEINT,,JA,Oui,Non,Non,Non,Non,ACA
"BABOCSAY, LAJOS","babocsay, lajos","1963, 1965, 1963, 1961",babocsay,babocsay,1961,France,GV,,JA,Oui,Non,Non,Non,Non,ACA
"BABOU (C. BABOULENE, DIT)","babou (c. baboulene, dit)",,babou (c. baboulene,babou,1980,France,AP,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"BABY, JUAN LUIS","baby, juan luis",1971,baby,baby,1971,ARGENTINE,PHOTO,,,Oui,Non,Non,Non,Non,ACA
"BACH, JAUME","bach, jaume",1985,bach,bach,1985,ESPAGNE,ARCHI/TE,,,Oui,Oui,Non,Oui,Non,ACA
"BACHI, CARLO","bachi, carlo",,bachi,bachi,1971,ITALIE,TE,,,Non,Non,Non,Non,Non,Non identifié
"BACIGALUPO, MASSIMO","bacigalupo, massimo",1969,bacigalupo,bacigalupo,1969,ITALIE,FILM,,,Oui,Non,Non,Non,Non,ACA
"BACON, JEHUDA","bacon, jehuda",,bacon,bacon,1961,ISRAEL,GV,,,Oui,Non,Non,Non,Non,ACA
"BADER, JEAN-RENE","bader, jean-rene",1982,bader,bader,1982,France,VIDEO,ZARDEC,,Non,Non,Oui,Oui,Non,BK
"BAEZ AVILES, JOSE ANTONIO","baez aviles, jose antonio",,baez aviles,baez aviles,1971,NICARAGUA,OPTION 4,,,Oui,Non,Non,Non,Non,ACA
"BAEZ, TOM","baez, tom",1971,baez,baez,1971,NICARAGUA,TE,,,Non,Non,Non,Non,Non,Non identifié
"BAGAUTDINOV, RIFKAT","bagautdinov, rifkat",1967,bagautdinov,bagautdinov,1967,URSS,PEINT,,,Oui,Oui,Non,Non,Non,ACA
